osmid,name,coordinates,length
257350977,Rue des Docteurs Déjérine,"[(2.4115321, 48.8570832), (2.4114677, 48.8570857), (2.4113504, 48.8570878), (2.4112156, 48.8570709), (2.4111966, 48.8570588), (2.411184, 48.8569838)]",6
257350979,Boulevard Macdonald,"[(2.3816836, 48.8990051), (2.3810503, 48.8989946), (2.3810058, 48.8989937), (2.3800753, 48.8989744), (2.3798382, 48.8989695)]",5
257350980,Boulevard Macdonald,"[(2.3823249, 48.8990169), (2.3816836, 48.8990051)]",2
257350982,Boulevard Macdonald,"[(2.3817766, 48.8988356), (2.3824228, 48.8988483)]",2
257350984,Boulevard Macdonald,"[(2.3826282, 48.8988519), (2.3827416, 48.8988547), (2.3827903, 48.8988547), (2.3828439, 48.898847), (2.3834632, 48.8987263), (2.3840576, 48.8985894), (2.3840785, 48.8985846), (2.384975, 48.8983973), (2.3857537, 48.8982346), (2.3858487, 48.8982184), (2.3860098, 48.898191)]",11
258836101,Voie AD/15,"[(2.2663126, 48.8344426), (2.2662628, 48.8344499), (2.2661374, 48.8344726), (2.2661122, 48.8344754), (2.266037, 48.8344748), (2.2659687, 48.8344712), (2.2659188, 48.8344677), (2.2658846, 48.8344631), (2.2657322, 48.8344367)]",9
260918885,Boulevard de Magenta,"[(2.3499873, 48.8832224), (2.349868, 48.8831872)]",2
263324415,Place de l'Alma,"[(2.3010489, 48.8642949), (2.3012314, 48.8642269), (2.3012968, 48.8641832)]",3
265378137,Avenue Saint-Maurice du Valais,"[(2.4590397, 48.8174319), (2.4590541, 48.8174166), (2.4590775, 48.8173919), (2.4591017, 48.8173661), (2.4591119, 48.8173553), (2.4591273, 48.8173389), (2.4591516, 48.8173186), (2.4591706, 48.8173027), (2.4591842, 48.8172914), (2.4592537, 48.8172371)]",10
265704255,Quai d'Issy-les-Moulineaux,"[(2.2657322, 48.8344367), (2.2657085, 48.8345024), (2.2657, 48.8345266), (2.2656405, 48.8345703), (2.2656088, 48.8345898)]",5
266463584,Boulevard Soult,"[(2.4072052, 48.8355895), (2.407194, 48.8356573), (2.4071816, 48.8357308), (2.407195, 48.8357579), (2.407279, 48.8358287), (2.4076293, 48.8361395), (2.407808, 48.8363091), (2.4079029, 48.8363903), (2.4079255, 48.8364126), (2.4080118, 48.8365117), (2.4081104, 48.8367304), (2.4081858, 48.836979), (2.4082666, 48.8372452), (2.4082905, 48.837319), (2.4084143, 48.8377054), (2.4085621, 48.8381666), (2.4086389, 48.8384115), (2.4087471, 48.8387483), (2.4087892, 48.8388776), (2.4088237, 48.8389833), (2.4089869, 48.8394966), (2.4091915, 48.840128), (2.4092038, 48.8401658)]",23
266573521,Boulevard Macdonald,"[(2.3713512, 48.8986181), (2.3714038, 48.8986211), (2.3739615, 48.8986701), (2.3740037, 48.8986709), (2.374231, 48.8986753), (2.3742745, 48.898676), (2.3746512, 48.8986826), (2.3748585, 48.8986862), (2.3753751, 48.8986972), (2.3761203, 48.8987117), (2.3761596, 48.8987125), (2.3764165, 48.8987194), (2.3764604, 48.8987203), (2.3777189, 48.8987459), (2.3777762, 48.8987633), (2.3778051, 48.8987638), (2.3779576, 48.8987668), (2.3781342, 48.8987702), (2.378236, 48.8987722), (2.3784243, 48.8987759), (2.3785943, 48.8987792), (2.3786587, 48.8987661), (2.379458, 48.8987814), (2.3795589, 48.8988051), (2.3795844, 48.8988055), (2.3796477, 48.8988065), (2.3798679, 48.898811), (2.3800803, 48.8988153), (2.3801437, 48.8988166), (2.3802131, 48.8988047), (2.3810149, 48.8988201), (2.3810605, 48.898821)]",32
266573523,Avenue de la Porte Chaumont,"[(2.396682, 48.8860171), (2.3966827, 48.8860293), (2.3967812, 48.8861128), (2.396818, 48.8861182), (2.3968514, 48.8861188), (2.3978123, 48.8860048), (2.3978336, 48.8859956), (2.3978715, 48.8859784), (2.3979102, 48.8859609), (2.398072, 48.8859216)]",10
266588354,Rue Louis Armand,"[(2.2792128, 48.8324251), (2.2802154, 48.8320603)]",2
266789590,Avenue de la Porte d'Asnières,"[(2.3040178, 48.8902709), (2.3039742, 48.8902993), (2.3039538, 48.8903112), (2.3039096, 48.8903291), (2.3038107, 48.8904054), (2.3031998, 48.8908464), (2.3028427, 48.8911244), (2.3027719, 48.8911368), (2.3027161, 48.8911457)]",9
273585724,Rue du Rendez-Vous,"[(2.405316, 48.8448878), (2.4053742, 48.8448282), (2.4053899, 48.844787), (2.4053921, 48.8447813), (2.4054001, 48.8447487), (2.405448, 48.8446922)]",6
273585726,Rue de la Voûte,"[(2.4059608, 48.8448526), (2.4059396, 48.8448516), (2.4059199, 48.8448451), (2.4059029, 48.8448389), (2.4058625, 48.8448425), (2.4058424, 48.8448461)]",6
276555891,Avenue Corentin Cariou,"[(2.3840441, 48.8964242), (2.3839961, 48.89638), (2.3839606, 48.8963473)]",3
276555894,,"[(2.3842648, 48.8962007), (2.3842387, 48.8962132), (2.3842008, 48.8962313), (2.3841641, 48.8962489), (2.3841471, 48.896257), (2.384125, 48.8962676), (2.3841084, 48.8962756), (2.384087, 48.8962858), (2.3840652, 48.8962962), (2.3840335, 48.8963114), (2.3839978, 48.8963286)]",11
276555895,Avenue Corentin Cariou,"[(2.3837552, 48.8961535), (2.3837399, 48.8961403), (2.3837151, 48.8961188), (2.3836764, 48.8960836), (2.3836683, 48.8960765), (2.3836533, 48.8960632), (2.3835196, 48.8959447), (2.383498, 48.8959256)]",8
276555896,Avenue Corentin Cariou,"[(2.3836864, 48.8957637), (2.3837708, 48.8958181), (2.3838298, 48.8958572), (2.3839378, 48.8959288), (2.3839684, 48.89595)]",5
276629140,Avenue de la Porte de La Chapelle,"[(2.3584359, 48.9012073), (2.3585134, 48.9002535), (2.3585919, 48.8999122)]",3
276629143,Boulevard Ney,"[(2.3594686, 48.8987858), (2.3593313, 48.8987874), (2.3592563, 48.8987818), (2.3590935, 48.8987821), (2.3590052, 48.898781), (2.358925, 48.8987815)]",6
276669736,Boulevard Ney,"[(2.358865, 48.8987939), (2.3588249, 48.898799), (2.3588065, 48.8987986), (2.3587423, 48.8987974)]",4
276669738,Rue de la Chapelle,"[(2.3588834, 48.8984951), (2.3588872, 48.8984097), (2.3588889, 48.8983804), (2.3588929, 48.8983141)]",4
276801952,Boulevard Soult,"[(2.4105673, 48.8458233), (2.4105558, 48.8457802), (2.4105499, 48.845759), (2.4105444, 48.8457403), (2.4104405, 48.845392), (2.4102402, 48.844743), (2.4102453, 48.8447043), (2.410256, 48.8446467), (2.4102163, 48.8445433), (2.410251, 48.844492)]",10
